,Company  Name,Details,Symbol,First Trade Date,sector / industry
2508,(MOG.A)  Moog Inc.,Stock Research for MOG.A,,1999-05-26,"('Financial Services', 'Asset Management')"
2879,(PBR.A)  Petroleo Brasileiro SA,Stock Research for PBR.A,,1999-05-26,"('Financial Services', 'Asset Management')"
2218,(KT)  KT Corp.,Stock Research for KT,KT,1999-05-26,"('Communication Services', 'Telecom Services')"
444,(BF.B)  Brown-Forman Corp. Class B,Stock Research for BF.B,,1999-05-26,"('Financial Services', 'Asset Management')"
4358,($SIXY)  SIXY Index,Stock Research for $SIXY,,1999-05-26,"('Financial Services', 'Asset Management')"
4350,($RUI)  CBOE Russell 1000 Index,Stock Research for $RUI,,1999-05-26,"('Financial Services', 'Asset Management')"
4343,($DJX)  1/100th Dow Jones Industrial Average Index,Stock Research for $DJX,,1999-05-26,"('Financial Services', 'Asset Management')"
2276,(LGF.A)  Lions Gate Entertainment Corp.,Stock Research for LGF.A,,1999-05-26,"('Financial Services', 'Asset Management')"
955,(CWEN.A)  Clearway Energy Inc. Class A,Stock Research for CWEN.A,,1999-05-26,"('Financial Services', 'Asset Management')"
4352,($SIXB)  Materials Select Sector Index,Stock Research for $SIXB,,1999-05-26,"('Financial Services', 'Asset Management')"
4347,($NYFANG)  NYSE FANG+TM Index,Stock Research for $NYFANG,,1999-05-26,"('Financial Services', 'Asset Management')"
4348,($OEX)  S&P 100 Index,Stock Research for $OEX,,1999-05-26,"('Financial Services', 'Asset Management')"
333,(AUDC)  AudioCodes Ltd.,Stock Research for AUDC,AUDC,1999-05-28,"('Technology', 'Communication Equipment')"
1389,(FFIV)  F5 Networks Inc.,Stock Research for FFIV,FFIV,1999-06-04,"('Technology', 'Software—Infrastructure')"
3964,(USAT)  USA Technologies Inc.,Stock Research for USAT,USAT,1999-06-07,"('Technology', 'Software—Infrastructure')"
3459,(SKX)  Skechers USA Inc.,Stock Research for SKX,SKX,1999-06-09,"('Consumer Cyclical', 'Footwear & Accessories')"
3332,(SBAC)  SBA Comms. Corp.,Stock Research for SBAC,SBAC,1999-06-16,"('Real Estate', 'REIT—Specialty')"
3981,(UTHR)  United Therapeutics Corp.,Stock Research for UTHR,UTHR,1999-06-17,"('Healthcare', 'Biotechnology')"
3623,(STMP)  Stamps.com Inc.,Stock Research for STMP,STMP,1999-06-25,"('Technology', 'Software—Application')"
2123,(JNPR)  Juniper Networks Inc.,Stock Research for JNPR,JNPR,1999-06-25,"('Technology', 'Communication Equipment')"
1404,(FISI)  Financial Institutions Inc.,Stock Research for FISI,FISI,1999-06-25,"('Financial Services', 'Banks—Regional')"
3091,(PWFL)  PowerFleet Inc.,Stock Research for PWFL,PWFL,1999-06-30,"('Technology', 'Communication Equipment')"
1146,(ECPG)  Encore Capital Group Inc.,Stock Research for ECPG,ECPG,1999-07-09,"('Financial Services', 'Mortgage Finance')"
1450,(FNLC)  First Bancorp Inc. (The),Stock Research for FNLC,FNLC,1999-07-14,"('Financial Services', 'Banks—Regional')"
1170,(EGBN)  Eagle Bancorp Inc.,Stock Research for EGBN,EGBN,1999-07-14,"('Financial Services', 'Banks—Regional')"
1174,(EGOV)  NIC Inc.,Stock Research for EGOV,EGOV,1999-07-15,"('Technology', 'Software—Application')"
1830,(HSBC)  HSBC Holdings plc,Stock Research for HSBC,HSBC,1999-07-16,"('Financial Services', 'Banks—Diversified')"
2395,(MBWM)  Mercantile Bank Corp.,Stock Research for MBWM,MBWM,1999-07-20,"('Financial Services', 'Banks—Regional')"
2103,(JCOM)  j2 Global Coms. Inc.,Stock Research for JCOM,JCOM,1999-07-23,"('Technology', 'Software—Infrastructure')"
511,(BMRN)  BioMarin Pharma. Inc.,Stock Research for BMRN,BMRN,1999-07-26,"('Healthcare', 'Biotechnology')"
2421,(MDRX)  Allscripts Healthcare Solutions Inc.,Stock Research for MDRX,MDRX,1999-07-26,"('Healthcare', 'Health Information Services')"
3028,(PRFT)  Perficient Inc.,Stock Research for PRFT,PRFT,1999-07-29,"('Technology', 'Information Technology Services')"
2284,(LII)  Lennox Intl.,Stock Research for LII,LII,1999-07-29,"('Industrials', 'Specialty Industrial Machinery')"
4041,(VHC)  VirnetX Holding Corp,Stock Research for VHC,VHC,1999-07-30,"('Technology', 'Software—Infrastructure')"
3115,(QMCO)  Quantum Corp.,Stock Research for QMCO,QMCO,1999-08-02,"('Technology', 'Computer Hardware')"
1428,(FLWS)  1-800-Flowers.com Inc.,Stock Research for FLWS,FLWS,1999-08-03,"('Consumer Cyclical', 'Specialty Retail')"
2890,(PCTI)  PCTEL Inc.,Stock Research for PCTI,PCTI,1999-08-10,"('Technology', 'Communication Equipment')"
2712,(NTCT)  NetScout Systems Inc.,Stock Research for NTCT,NTCT,1999-08-12,"('Technology', 'Software—Infrastructure')"
3072,(PTE)  PolarityTE Inc.,Stock Research for PTE,PTE,1999-08-17,"('Healthcare', 'Biotechnology')"
3653,(SWBI)  Smith & Wesson Brands Inc.,Stock Research for SWBI,SWBI,1999-08-17,"('Industrials', 'Aerospace & Defense')"
272,(ARLP)  Alliance Resource Partners LP,Stock Research for ARLP,ARLP,1999-08-17,"('Energy', 'Thermal Coal')"
2925,(PFBC)  Preferred Bank,Stock Research for PFBC,PFBC,1999-08-19,"('Financial Services', 'Banks—Regional')"
349,(AVNT)  Avient Corp.,Stock Research for AVNT,AVNT,1999-09-13,"('Basic Materials', 'Specialty Chemicals')"
520,(BNS)  Bank Of Nova Scotia (The),Stock Research for BNS,BNS,1999-09-13,"('Financial Services', 'Banks—Diversified')"
961,(CX)  Cemex SA de CV,Stock Research for CX,CX,1999-09-15,"('Basic Materials', 'Building Materials')"
1169,(EGAN)  eGain Communications Corp.,Stock Research for EGAN,EGAN,1999-09-23,"('Technology', 'Software—Application')"
2439,(MFC)  Manulife Financial Corp.,Stock Research for MFC,MFC,1999-09-24,"('Financial Services', 'Insurance—Life')"
3168,(RDWR)  Radware Ltd.,Stock Research for RDWR,RDWR,1999-09-30,"('Technology', 'Software—Infrastructure')"
495,(BLK)  BlackRock Inc.,Stock Research for BLK,BLK,1999-10-01,"('Financial Services', 'Asset Management')"
3925,(UGP)  Ultrapar Holdings Inc.,Stock Research for UGP,UGP,1999-10-07,"('Energy', 'Oil & Gas Refining & Marketing')"
736,(CIR)  CIRCOR International Inc.,Stock Research for CIR,CIR,1999-10-18,"('Industrials', 'Specialty Industrial Machinery')"
3133,(QUIK)  QuickLogic Corp.,Stock Research for QUIK,QUIK,1999-10-18,"('Technology', 'Semiconductors')"
3431,(SIFY)  Sify Technologies Limited,Stock Research for SIFY,SIFY,1999-10-19,"('Communication Services', 'Telecom Services')"
4235,(WWE)  World Wrestling Entertainment Inc.,Stock Research for WWE,WWE,1999-10-19,"('Communication Services', 'Entertainment')"
561,(BSQR)  BSQUARE Corp.,Stock Research for BSQR,BSQR,1999-10-21,"('Technology', 'Software—Application')"
2800,(OMEX)  Odyssey Marine Exploration Inc.,Stock Research for OMEX,OMEX,1999-10-26,"('Industrials', 'Specialty Business Services')"
2255,(LCNB)  LCNB Corp.,Stock Research for LCNB,LCNB,1999-10-26,"('Financial Services', 'Banks—Regional')"
2893,(PCYG)  Park City Group Inc.,Stock Research for PCYG,PCYG,1999-10-27,"('Technology', 'Software—Application')"
1543,(GAIA)  Gaia Inc.,Stock Research for GAIA,GAIA,1999-10-29,"('Communication Services', 'Internet Content & Information')"
2992,(PLUG)  Plug Power Inc.,Stock Research for PLUG,PLUG,1999-10-29,"('Industrials', 'Electrical Equipment & Parts')"
128,(AKAM)  Akamai Tech. Inc.,Stock Research for AKAM,AKAM,1999-10-29,"('Technology', 'Software—Infrastructure')"
522,(BOCH)  Bank of Commerce Holdings,Stock Research for BOCH,BOCH,1999-11-03,"('Financial Services', 'Banks—Regional')"
745,(CLCT)  Collectors Universe Inc.,Stock Research for CLCT,CLCT,1999-11-05,"('Industrials', 'Specialty Business Services')"
2221,(KTOS)  Kratos Defense & Security Solutions Inc.,Stock Research for KTOS,KTOS,1999-11-05,"('Industrials', 'Aerospace & Defense')"
3953,(UPS)  United Parcel Service Inc.,Stock Research for UPS,UPS,1999-11-10,"('Industrials', 'Integrated Freight & Logistics')"
1969,(IMMR)  Immersion Corp.,Stock Research for IMMR,IMMR,1999-11-12,"('Technology', 'Software—Application')"
3508,(SNN)  Smith & Nephew PLC,Stock Research for SNN,SNN,1999-11-16,"('Healthcare', 'Medical Devices')"
155,(ALSK)  Alaska Comms. Sys. Grp. Inc.,Stock Research for ALSK,ALSK,1999-11-18,"('Communication Services', 'Telecom Services')"
0,(A)  Agilent Tech. Corp.,Stock Research for A,A,1999-11-18,"('Healthcare', 'Diagnostics & Research')"
1909,(IDN)  Intellicheck Inc.,Stock Research for IDN,IDN,1999-11-19,"('Technology', 'Software—Application')"
3716,(TDY)  Teledyne Tech. Inc.,Stock Research for TDY,TDY,1999-11-23,"('Technology', 'Scientific & Technical Instruments')"
404,(BBH)  VanEck Vectors Biotech ETF,Stock Research for BBH,BBH,1999-11-23,"('Health', None)"
4394,(BBH)  VanEck Vectors Biotech ETF,Stock Research for BBH,BBH,1999-11-23,"('Health', None)"
315,(ATI)  Allegheny Techs. Inc.,Stock Research for ATI,ATI,1999-11-29,"('Industrials', 'Metal Fabrication')"
2937,(PFSW)  PFSweb Inc.,Stock Research for PFSW,PFSW,1999-12-02,"('Industrials', 'Specialty Business Services')"
1062,(DMRC)  Digimarc Corp.,Stock Research for DMRC,DMRC,1999-12-02,"('Technology', 'Information Technology Services')"
448,(BGCP)  BGC Partners Inc.,Stock Research for BGCP,BGCP,1999-12-10,"('Financial Services', 'Capital Markets')"
1196,(EMAN)  eMagin Corp.,Stock Research for EMAN,EMAN,2000-01-21,"('Technology', 'Semiconductor Equipment & Materials')"
2975,(PKG)  Packaging Corp. of America,Stock Research for PKG,PKG,2000-01-28,"('Consumer Cyclical', 'Packaging & Containers')"
4826,(PPH)  VanEck Vectors Pharmaceutical ETF,Stock Research for PPH,PPH,2000-02-01,"('Health', None)"
3019,(PPH)  VanEck Vectors Pharmaceutical ETF,Stock Research for PPH,PPH,2000-02-01,"('Health', None)"
95,(AGEN)  Agenus Inc.,Stock Research for AGEN,AGEN,2000-02-08,"('Healthcare', 'Biotechnology')"
1035,(DHC)  Diversified Healthcare Trust,Stock Research for DHC,DHC,2000-02-23,"('Real Estate', 'REIT—Healthcare Facilities')"
3900,(UAMY)  United States Antimony Corp.,Stock Research for UAMY,UAMY,2000-02-24,"('Basic Materials', 'Other Industrial Metals & Mining')"
3984,(UTSI)  UTStarcom Inc.,Stock Research for UTSI,UTSI,2000-03-03,"('Technology', 'Communication Equipment')"
3467,(SLF)  Sun Life Financial Inc.,Stock Research for SLF,SLF,2000-03-23,"('Financial Services', 'Insurance—Diversified')"
3463,(SLAB)  Silicon Labs,Stock Research for SLAB,SLAB,2000-03-24,"('Technology', 'Semiconductors')"
1290,(EW)  Edwards LifeSciences,Stock Research for EW,EW,2000-03-27,"('Healthcare', 'Medical Devices')"
1227,(EPC)  Edgewell Personal Care Company,Stock Research for EPC,EPC,2000-03-27,"('Consumer Defensive', 'Household & Personal Products')"
1888,(IBN)  ICICI Bank Ltd. ADS,Stock Research for IBN,IBN,2000-03-28,"('Financial Services', 'Banks—Regional')"
649,(CCMP)  Cabot Microelectronics,Stock Research for CCMP,CCMP,2000-04-05,"('Technology', 'Semiconductor Equipment & Materials')"
2436,(MET)  MetLife Inc.,Stock Research for MET,MET,2000-04-05,"('Financial Services', 'Insurance—Life')"
3082,(PTR)  PetroChina Co. Ltd.,Stock Research for PTR,PTR,2000-04-06,"('Energy', 'Oil & Gas Integrated')"
3410,(SGMO)  Sangamo Biosciences Inc.,Stock Research for SGMO,SGMO,2000-04-06,"('Healthcare', 'Biotechnology')"
2304,(LMNX)  Luminex Corp.,Stock Research for LMNX,LMNX,2000-04-06,"('Healthcare', 'Medical Instruments & Supplies')"
2359,(LXRX)  Lexicon Pharmaceuticals Inc.,Stock Research for LXRX,LXRX,2000-04-07,"('Healthcare', 'Biotechnology')"
2330,(LPSN)  LivePerson Inc.,Stock Research for LPSN,LPSN,2000-04-07,"('Technology', 'Software—Application')"
2735,(NVMI)  Nova Measuring Instruments Ltd.,Stock Research for NVMI,NVMI,2000-04-11,"('Technology', 'Semiconductor Equipment & Materials')"
1835,(HSTM)  Healthstream Inc.,Stock Research for HSTM,HSTM,2000-04-11,"('Healthcare', 'Health Information Services')"
3441,(SINA)  Sina Corp.,Stock Research for SINA,SINA,2000-04-13,"('Communication Services', 'Internet Content & Information')"
1315,(EXEL)  Exelixis Inc.,Stock Research for EXEL,EXEL,2000-04-17,"('Healthcare', 'Biotechnology')"
2804,(ON)  ON Semiconductor Corp.,Stock Research for ON,ON,2000-05-02,"('Technology', 'Semiconductors')"
3656,(SWIR)  Sierra Wireless Inc.,Stock Research for SWIR,SWIR,2000-05-05,"('Technology', 'Communication Equipment')"
212,(ANIP)  ANI Pharmaceuticals Inc.,Stock Research for ANIP,ANIP,2000-05-05,"('Healthcare', 'Drug Manufacturers—Specialty & Generic')"
86,(AEZS)  Aeterna Zentaris Inc.,Stock Research for AEZS,AEZS,2000-05-10,"('Healthcare', 'Biotechnology')"
1311,(EWY)  iShares MSCI South Korea Index ETF,Stock Research for EWY,EWY,2000-05-12,"('Miscellaneous Region', None)"
4537,(EWY)  iShares MSCI South Korea Index ETF,Stock Research for EWY,EWY,2000-05-12,"('Miscellaneous Region', None)"
4712,(IVV)  iShares Core S&P 500 Index ETF,Stock Research for IVV,IVV,2000-05-19,"('Large Blend', None)"
2060,(IVV)  iShares Core S&P 500 Index ETF,Stock Research for IVV,IVV,2000-05-19,"('Large Blend', None)"
4739,(IYW)  iShares Dow Jones US Tech. Index ETF,Stock Research for IYW,IYW,2000-05-19,"('Technology', None)"
4714,(IWB)  iShares Russell 1000 ETF,Stock Research for IWB,IWB,2000-05-19,"('Large Blend', None)"
3097,(PXLW)  Pixelworks Inc.,Stock Research for PXLW,PXLW,2000-05-19,"('Technology', 'Semiconductors')"
2088,(IYW)  iShares Dow Jones US Tech. Index ETF,Stock Research for IYW,IYW,2000-05-19,"('Technology', None)"
2063,(IWB)  iShares Russell 1000 ETF,Stock Research for IWB,IWB,2000-05-19,"('Large Blend', None)"
3148,(RBBN)  Ribbon Communications Inc.,Stock Research for RBBN,RBBN,2000-05-25,"('Communication Services', 'Telecom Services')"
2065,(IWD)  iShares Russell 1000 Value ETF,Stock Research for IWD,IWD,2000-05-26,"('Large Value', None)"
2081,(IYF)  iShares DJ US Financial Sector ETF,Stock Research for IYF,IYF,2000-05-26,"('Financial', None)"
2074,(IWV)  iShares Russell 3000 ETF,Stock Research for IWV,IWV,2000-05-26,"('Large Blend', None)"
2056,(IVE)  iShares S&P 500 Value Index ETF,Stock Research for IVE,IVE,2000-05-26,"('Large Value', None)"
2066,(IWF)  iShares Russell 1000 Growth ETF,Stock Research for IWF,IWF,2000-05-26,"('Large Growth', None)"
4732,(IYF)  iShares DJ US Financial Sector ETF,Stock Research for IYF,IYF,2000-05-26,"('Financial', None)"
4725,(IWV)  iShares Russell 3000 ETF,Stock Research for IWV,IWV,2000-05-26,"('Large Blend', None)"
4719,(IWM)  iShares Russell 2000 ETF,Stock Research for IWM,IWM,2000-05-26,"('Small Blend', None)"
2089,(IYZ)  iShares DJ US Telecom Sector ETF,Stock Research for IYZ,IYZ,2000-05-26,"('Communications', None)"
2061,(IVW)  iShares S&P 500 Growth ETF,Stock Research for IVW,IVW,2000-05-26,"('Large Growth', None)"
4740,(IYZ)  iShares DJ US Telecom Sector ETF,Stock Research for IYZ,IYZ,2000-05-26,"('Communications', None)"
1956,(IJH)  iShares S&P MidCap 400 ETF,Stock Research for IJH,IJH,2000-05-26,"('Mid-Cap Blend', None)"
1959,(IJR)  iShares S&P SmallCap 600 ETF,Stock Research for IJR,IJR,2000-05-26,"('Small Blend', None)"
2068,(IWM)  iShares Russell 2000 ETF,Stock Research for IWM,IWM,2000-05-26,"('Small Blend', None)"
4709,(IVE)  iShares S&P 500 Value Index ETF,Stock Research for IVE,IVE,2000-05-26,"('Large Value', None)"
4686,(IJR)  iShares S&P SmallCap 600 ETF,Stock Research for IJR,IJR,2000-05-26,"('Small Blend', None)"
4713,(IVW)  iShares S&P 500 Growth ETF,Stock Research for IVW,IVW,2000-05-26,"('Large Growth', None)"
4717,(IWF)  iShares Russell 1000 Growth ETF,Stock Research for IWF,IWF,2000-05-26,"('Large Growth', None)"
4716,(IWD)  iShares Russell 1000 Value ETF,Stock Research for IWD,IWD,2000-05-26,"('Large Value', None)"
4683,(IJH)  iShares S&P MidCap 400 ETF,Stock Research for IJH,IJH,2000-05-26,"('Mid-Cap Blend', None)"
1992,(INSM)  Insmed Inc.,Stock Research for INSM,INSM,2000-06-01,"('Healthcare', 'Biotechnology')"
2856,(PACW)  PacWest Bancorp,Stock Research for PACW,PACW,2000-06-05,"('Financial Services', 'Banks—Regional')"
4918,(SMH)  VanEck Vectors Semiconductor ETF,Stock Research for SMH,SMH,2000-06-05,"('Technology', None)"
3485,(SMH)  VanEck Vectors Semiconductor ETF,Stock Research for SMH,SMH,2000-06-05,"('Technology', None)"
4731,(IYE)  iShares DJ U.S. Energy ETF,Stock Research for IYE,IYE,2000-06-16,"('Equity Energy', None)"
2080,(IYE)  iShares DJ U.S. Energy ETF,Stock Research for IYE,IYE,2000-06-16,"('Equity Energy', None)"
2083,(IYH)  iShares DJ U.S. Healthcare ETF,Stock Research for IYH,IYH,2000-06-16,"('Health', None)"
2036,(ISRG)  Intuitive Surgical Inc.,Stock Research for ISRG,ISRG,2000-06-16,"('Healthcare', 'Medical Instruments & Supplies')"
4734,(IYH)  iShares DJ U.S. Healthcare ETF,Stock Research for IYH,IYH,2000-06-16,"('Health', None)"
2086,(IYR)  iShares DJ US Real Estate ETF,Stock Research for IYR,IYR,2000-06-19,"('Real Estate', None)"
4737,(IYR)  iShares DJ US Real Estate ETF,Stock Research for IYR,IYR,2000-06-19,"('Real Estate', None)"
1914,(IDU)  iShares DJ US Utilities ETF,Stock Research for IDU,IDU,2000-06-20,"('Utilities', None)"
2085,(IYM)  iShares Dow Jones US Basic Materials ETF,Stock Research for IYM,IYM,2000-06-20,"('Natural Resources', None)"
4657,(IDU)  iShares DJ US Utilities ETF,Stock Research for IDU,IDU,2000-06-20,"('Utilities', None)"
4736,(IYM)  iShares Dow Jones US Basic Materials ETF,Stock Research for IYM,IYM,2000-06-20,"('Natural Resources', None)"
723,(CHU)  China Unicom Ltd.,Stock Research for CHU,CHU,2000-06-21,"('Communication Services', 'Telecom Services')"
4733,(IYG)  iShares Dow Jones US Financial Services Index ETF,Stock Research for IYG,IYG,2000-06-21,"('Financial', None)"
2082,(IYG)  iShares Dow Jones US Financial Services Index ETF,Stock Research for IYG,IYG,2000-06-21,"('Financial', None)"
868,(CRL)  Charles River Lab,Stock Research for CRL,CRL,2000-06-23,"('Healthcare', 'Diagnostics & Research')"
1306,(EWT)  iShares MSCI Taiwan ETF,Stock Research for EWT,EWT,2000-06-23,"('China Region', None)"
4532,(EWT)  iShares MSCI Taiwan ETF,Stock Research for EWT,EWT,2000-06-23,"('China Region', None)"
2576,(MVC)  MVC Capital Inc.,Stock Research for MVC,MVC,2000-06-26,"('Financial Services', 'Asset Management')"
456,(BHLB)  Berkshire Hills Bancorp Inc.,Stock Research for BHLB,BHLB,2000-06-28,"('Financial Services', 'Banks—Regional')"
3085,(PUK)  Prudential PLC,Stock Research for PUK,PUK,2000-06-29,"('Financial Services', 'Insurance—Life')"
2393,(MBT)  Mobile Telesys. OJSC ADR,Stock Research for MBT,MBT,2000-06-30,"('Communication Services', 'Telecom Services')"
2714,(NTES)  Netease.com Inc. ADR,Stock Research for NTES,NTES,2000-06-30,"('Communication Services', 'Internet Content & Information')"
2535,(MRVL)  Marvell Tech. Group Ltd.,Stock Research for MRVL,MRVL,2000-06-30,"('Technology', 'Semiconductors')"
2560,(MTOR)  Meritor Inc.,Stock Research for MTOR,MTOR,2000-07-10,"('Consumer Cyclical', 'Auto Parts')"
1217,(ENTG)  Entegris Inc.,Stock Research for ENTG,ENTG,2000-07-11,"('Technology', 'Semiconductor Equipment & Materials')"
44,(ACLS)  Axcelis Techs. Inc.,Stock Research for ACLS,ACLS,2000-07-11,"('Technology', 'Semiconductor Equipment & Materials')"
3764,(TKC)  Turkcell Iletisim Hizmetleri AS,Stock Research for TKC,TKC,2000-07-11,"('Communication Services', 'Telecom Services')"
3520,(SOHU)  Sohu.com Inc.,Stock Research for SOHU,SOHU,2000-07-12,"('Communication Services', 'Internet Content & Information')"
1312,(EWZ)  iShares MSCI Brazil ETF,Stock Research for EWZ,EWZ,2000-07-14,"('Latin America Stock', None)"
3329,(SAVA)  Cassava Sciences Inc.,Stock Research for SAVA,SAVA,2000-07-14,"('Healthcare', 'Biotechnology')"
2084,(IYJ)  iShares Dow Jones US Industrial Index ETF,Stock Research for IYJ,IYJ,2000-07-14,"('Industrials', None)"
4735,(IYJ)  iShares Dow Jones US Industrial Index ETF,Stock Research for IYJ,IYJ,2000-07-14,"('Industrials', None)"
